"","country_code3","X","country","country_code2","temp","announce","start","end","enforce","group","country_territory_area","area_covered","who_measure","measure_stage","comments","enforcement","non_compliance_penalty","date_start_cln","date_end_cln","admin_level_cln","enforcement_cln","compliance_cln","targeted_cln","lockdown_flg_v1"
"1275","PER",90,"Peru","",NA,"","","","","control","Peru","Tumbes, Piura, Lambayeque, La Libertad, Loreto, Ucayali, Ica and Ancash","Stay-at-home order","new","In Tumbes, Piura, Lambayeque, La Libertad, Loreto, Ucayali, Ica and Ancash, the curfew will be from 6pm to 4am. No one is allowed out on Sundays.","Monitored","Fines",2020-05-25,2020-06-06,"other","monitored","fines","partial curfew",FALSE
"1276","PER",90,"Peru","",NA,"","","","","control","Peru","","Stay-at-home order","extension","Lockdown/curfew extended. President Martin Vizcarra announced on Friday, May 22, that the ongoing coronavirus disease (COVID-19) state of emergency has been extended until Tuesday, June 30. An overnight curfew remains in place from 20:00 to 04:00 (local time) in Lima and most of Peru. A separate curfew is in effect in the Tumbes, Piura, Lambayeque, La Libertad, and Loreto regions from 16:00 to 04:00. Only one household member is permitted to leave their home for essential goods and services, urgent issues, and business between Monday and Saturday, with people expected to remain in their homes on Sundays.","Monitored","Not known",2020-05-24,2020-06-06,"national","monitored","not known","partial curfew",FALSE
"1277","PER",90,"Peru","",NA,"","","","","control","Peru","regions of Tumbes, Piura, Lambayeque, La Libertad, Loreto, Ucayali, and Ica, as well as the provinces of Santa, Huarmey, and Casma in the Ancash region","Stay-at-home order","extension","extended curfew of 18:00 to 04:00 in regions of Tumbes, Piura, Lambayeque, La Libertad, Loreto, Ucayali, and Ica, as well as the provinces of Santa, Huarmey, and Casma in the Ancash region","Not applicable","Not applicable",2020-06-06,NA,"other","not applicable","not applicable","",FALSE
"1278","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Cebu City","Stay-at-home order","new","Philippine officials have placed a central city back under strict lockdown and retained quarantine restrictions in the capital for another two weeks as coronavirus infections continue to spike alarmingly.    President Rodrigo Duterte approved in a televised meeting Monday night with key Cabinet officials a recommendation to lock down Cebu city anew and retain quarantine restrictions in metropolitan Manila where many of the nearly 26,500 infections and more than 1,000 deaths have been recorded.  Link: https://abcnews.go.com/Health/wireStory/latest-india-train-carriages-virus-beds-71250586","Required","Not known",2020-06-15,NA,"other","required","not known","full curfew",TRUE
"1279","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Cebu City","Stay-at-home order","phase-out","Cebu City back to ECQ","Not applicable","Not applicable",2020-06-16,NA,"other","not applicable","not applicable","stay at home",TRUE
"1280","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Cebu City","Stay-at-home order","extension","Extension of lockdown in Cebu City. On Wednesday, April 22, the mayor of Cebu City (Cebu province), Edgar Labella, announced that the ongoing lockdown in the city would be extended until Friday, May 15, to combat the spread of the coronavirus disease (COVID-19).","Required","Not known",2020-04-22,2020-05-16,"other","required","not known","curfew",FALSE
"1281","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Quezon City","Stay-at-home order","new","GCQ: the city has imposed a public safety hour which starts from 10 p.m. until 5 a.m. Exempted from this guideline include those who are out for purposes of work or dealing with emergencies.","Not applicable","Up to detention",2020-06-15,NA,"other","not applicable","up to detention","partial curfew",FALSE
"1282","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Quezon city","Stay-at-home order","modification","Quezon City Police District (QCPD) headquarters in Camp Karingal was placed under a three-day lockdown effective Saturday afternoon,","Required","Not known",2020-05-09,NA,"other","required","not known","full curfew, city police district",TRUE
"1283","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Cebu City","Stay-at-home order","new","100 cops deployed to enforce ECQ in Cebu City","Not applicable","Up to detention",2020-06-18,NA,"other","not applicable","up to detention","stay at home",TRUE
"1284","PHL",91,"Philippines","",NA,"","","","","control","Philippines","11 Iloilo villages","Stay-at-home order","new","Sunday total quarantine up in 11 Iloilo towns to April 30. It will take effect every Sunday of the week, starting at 9 p.m. of the preceding Saturday until 4 a.m. of the following Monday.","Monitored","Arrest/Detention",2020-04-11,NA,"state","monitored","arrest/detention","partial curfew",FALSE
"1285","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Baguio","Stay-at-home order","new","Mayor orders lockdown of four barangays after one resident positive of the Coronavirus disease today. ""I am ordering a lock down of Upper and Lower Dagsian, Hillside and Scout Barrio in view of this new infection. Only essential travels will be allowed,"" the mayor said. He also directed concerned barangay officials of Upper Dagsian to undergo quarantine.","Required","Not known",2020-04-10,NA,"other","required","not known","lockdown",TRUE
"1286","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Legazpi City","Stay-at-home order","modification","Legazpi City adjusts window hours for businesses, pass-holders to between 4am and 3pm","Recommended","Not known",2020-04-16,NA,"other","recommended","not known","partial curfew",FALSE
"1287","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Sampaloc district","Stay-at-home order","extension","Sampaloc district in Manila placed under 48-hour hard lockdown. Domagoso signed an executive order shutting down Sampaloc district from 8 p.m. on Thursday (April 23) until 8 p.m. on Saturday (April 25).","Required","Not applicable",2020-04-23,NA,"other","required","not applicable","lockdown",TRUE
"1288","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Luzon","Stay-at-home order","modification","""On midnight of Tuesday, March 17, the Philippine government will place the entire island of Luzon on lockdown"" This enhanced lockdown is a stage up from the community lockdown in place from the 15th March ""public [should] go out of their homes only for essential tasks like going to work and getting basic necessities.""  https://web.archive.org/web/20200504203116/https://www.rappler.com/newsbreak/iq/254783-full-text-guidelines-luzon-enhanced-community-quarantine","Monitored","Refused entry to country",2020-03-18,2020-04-07,"state","monitored","refused entry to country","stay at home",TRUE
"1289","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Cebu City","Stay-at-home order","new","1-week evaluation of Cebu City's Covid-19 response ordered","Not applicable","Not applicable",2020-06-20,NA,"other","not applicable","not applicable","stay at home",TRUE
"1290","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Pasig City","Stay-at-home order","modification","The city is equipping its 73 closed-circuit television cameras (CCTVs) with an AI (Artificial Intelligence) software that enable them to monitor people's movements in real-time.","Monitored","Not applicable",2020-03-30,NA,"other","monitored","not applicable","full curfew",TRUE
"1291","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Rizal","Stay-at-home order","new","On Monday, April 6, authorities declared a lockdown in Rizal province involving stringent movement controls to combat the coronavirus (COVID-19) pandemic. Under the new rules, non-residents will no longer be able to enter the province, except for those exempted by the Inter-Agency Task Force on Emerging Infectious Diseases (IATF-EID). These include public and private healthcare workers, emergency personnel, government workers, diplomats, media figures, religious ministers, and workers in select economic sectors. The transport of food and other goods will continue into and out of the province. A 24-hour curfew has been imposed in the province, with only quarantine pass holders permitted to leave their residence to buy food and other essentials.","Required","Not known",2020-04-06,NA,"state","required","not known","full curfew",TRUE
"1292","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Samar province","Stay-at-home order","modification","The enhanced community quarantine (ECQ) has been extended in the entire Samar province and its two cities until April 30","Required","Not known",2020-04-15,2020-04-15,"state","required","not known","full curfew",TRUE
"1293","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Metro Manila, Cebu City, Laguna","Stay-at-home order","phase-out","Stay-at-home order relaxed in some areas. The Philippine government announced that Metro Manila, Cebu City, and Laguna province will be placed under a new modified enhanced community quarantine with eased restrictions from Saturday, May 16, through Sunday, May 31, amid the coronavirus disease (COVID-19) pandemic. The original stay-at-home order will be relaxed, and individuals may leave their homes to buy necessities or travel to work in essential industries approved by the government","Required","Not known",2020-05-16,NA,"other","required","not known","partial curfew",FALSE
"1294","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Bacolod","Stay-at-home order","modification","Bacolod adopts number coding in use of home quarantine pass. According to EO 30, persons holding HQP passes ending in odd numbers 1,3,5,7 and 9 can be allowed to go out on Mondays, Wednesdays and Fridays only while those with passes ending in even numbers 2,4,6,8 and 0 can leave their homes only on Tuesdays, Thursdays, and Saturdays. On these days, an HQP pass holder can go out or travel only from 4 a.m. to 10 p.m.","Monitored","Arrest/Detention",2020-04-14,NA,"state","monitored","arrest/detention","stay aat home",FALSE
"1295","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Baguio","Stay-at-home order","new","Another Baguio village locked down for defying ECQ rules","Monitored","Not known",2020-04-16,NA,"state","monitored","not known","full curfew",TRUE
"1296","PHL",91,"Philippines","",NA,"","","","","control","Philippines","","Stay-at-home order","modification","minors and the elderly are still asked to stay home","Recommended","Not known",2020-05-29,NA,"national","recommended","not known","full curfew - young and old",TRUE
"1297","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Samar province","Stay-at-home order","extension","7 Samar villages remain on lockdown. The seven villages in Tarangnan town will remain under ECQ from June 1 to June 17 due to continuing local transmission of Covid-19. These are the villages of Poblacion A, B, C, D, and E, Imelda and Palencia.","Required","Not known",2020-06-01,2020-04-15,"state","required","not known","full curefew",TRUE
"1298","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Luzon","Stay-at-home order","extension","Duterte approves Luzon-wide ECQ extension until April 30. The entire Luzon is currently under an enhanced community quarantine from which strictly requires residents to stay indoors and limits movement to accessing basic necessities and heightens the presence of uniformed personnel.","Required","Not known",2020-04-07,2020-04-23,"state","required","not known","stay at home",TRUE
"1299","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Luzon","Stay-at-home order","extension","Extension of community lockdowns in high-risk areas. President Rodrigo Duterte extended the current enhanced community quarantine measures in Metro Manila, Central Luzon, Calabarzon, and other high-risk areas until at least Friday, May 15. In a statement released on Thursday, April 23, a presidential spokesperson confirm that the following areas are under the enhanced measures: Pangasinan, Bataan, Bulacan, Nueva Ecijia, Pampanga, Batangas, Cavite, Laguna, Rizal, Oriental Mindoro, Occidental Mindoro, Albay, and Catanduanes. Some areas will be reevaluated on Thursday, April 30.","Required","Not known",2020-04-23,NA,"state","required","not known","stay at home",TRUE
"1300","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Metro Manila","Stay-at-home order","phase-out","Lockdown eased in Metro Manila. The total lockdown in Metro Manila will be eased from Monday, June 1, from Modified Enhanced Community Quarantine (MECQ) to a General Community Quarantine (GCQ).  Individuals living in Metro Manila will be permitted to leave their homes without a quarantine pass to buy essential goods and utilize services. Public transport will be allowed to operate at a limited capacity and movement in and out of Manila will be permitted for essential purposes, providing that individuals wear face masks and observe social distancing.","Required","Not known",2020-06-01,2020-06-01,"other","required","not known","stay at home",TRUE
"1301","PHL",91,"Philippines","",NA,"","","","","control","Philippines","","Stay-at-home order","phase-out","Checkpoints, curfew part of 'new normal' with the easing of community quarantine restrictions","Monitored","Fines",2020-05-28,2020-05-29,"national","monitored","fines","partial curfew",FALSE
"1302","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Lucena City","Stay-at-home order","modification","Only grocery shopping and medical purposes legitimate reason for leaving house","Required","Not known",2020-04-02,2020-03-18,"other","required","not known","stay at home",TRUE
"1303","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Metro Manila","Stay-at-home order","new","On Saturday, March 14, the mayors of Manilla's 16 cities (National Regional Capital) announced they would implement nighttime curfews, in efforts to curb the spread of the coronavirus (COVID-19). The curfews will enter into effect on Sunday, March 15, until Sunday, April 12. The mayors will also issue the temporary closure of malls and establishments, with the exemption of shops offering essential services like groceries, banks and pharmacies.","Required","Not known",2020-03-15,2020-03-17,"other","required","not known","partial curfew",FALSE
"1304","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Davao region","Stay-at-home order","new","In Davao region, a daily curfew has been imposed between 21.00 and 05.00 since 4 April. Work from home is being enforced except for those in essential services","Required","Not known",2020-04-04,2020-04-07,"state","required","not known","partial curfew",FALSE
"1305","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Metro Manila","Stay-at-home order","extension","President Rodrigo Duterte has extended the general community quarantine (GCQ) in Metro Manila until June 30","Not applicable","Up to detention",2020-06-16,NA,"other","not applicable","up to detention","stay at home",TRUE
"1306","PHL",91,"Philippines","",NA,"","","","","control","Philippines","","Stay-at-home order","new","Many local government units (including in Metro Manila) have announced overnight curfews (most commonly between 2000 and 0500)","Not known","Up to detention",2020-03-14,2020-05-01,"national","not known","up to detention","partial curfew",FALSE
"1307","PHL",91,"Philippines","",NA,"","","","","control","Philippines","","Stay-at-home order","modification","Enhanced Community Quarantine (almost entire lockdown at Barangay level - administrative unit of just a few streets).  General Community Quarantine implementation","Required","Up to detention",2020-05-01,2020-05-28,"national","required","up to detention","partial curfew",FALSE
"1308","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Cebu, Mandaue cities; Central Luzon provinces","Stay-at-home order","new","Enhanced Community Quarantine ECQ in Cebu, Mandaue cities; MECQ in Central Luzon provinces rfom May 16 to 31.","Required","Not known",2020-05-16,NA,"state","required","not known","full curfew",TRUE
"1309","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Iloilo, Bacolod, Metro Manila; Central Luzon, except Aurora; Calabarzon (Cavite, Laguna, Batangas, Rizal, and Quezon); Pangasinan; Benguet; Cebu; Cebu City; and Davao City.","Stay-at-home order","extension","Iloilo, Bacolod cities still under ECQ until May 15. Other places that will remain under ECQ are Metro Manila; Central Luzon, except Aurora; Calabarzon (Cavite, Laguna, Batangas, Rizal, and Quezon); Pangasinan; Benguet; Iloilo; Cebu; Cebu City; and Davao City.","Required","Not known",2020-04-30,NA,"state","required","not known","full curfew",TRUE
"1310","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Davao City","Stay-at-home order","modification","In Davao City, daily curfew timing will be adjusted to 18.00-06.00 from 7 April. Residents can only leave the house with a Food and Medicine (FM) pass. Work from home is being enforced except for those in essential services","Required","Not known",2020-04-07,NA,"other","required","not known","partial curfew",FALSE
"1311","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Legazpi City","Stay-at-home order","extension","Legazpi City maintains 7-hour curfew despite shift to MGCQ","Required","Not known",2020-05-31,NA,"other","required","not known","partial curfew",FALSE
"1312","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Metro Manila","Stay-at-home order","modification","The movement of people in mainland Luzon (metro Manila) will be severely restricted as Malacanang placed the island under an ""enhanced"" community quarantine in an effort to contain COVID-19 infections. All people in Luzon will only be allowed to leave their homes to access basic necessities beginning Tuesday midnight.","Required","Not known",2020-03-17,2020-06-01,"other","required","not known","stay at home",TRUE
"1313","PHL",91,"Philippines","",NA,"","","","","control","Philippines","Leyte","Stay-at-home order","phase-out","Modified GCQ in Leyte starts June 1","Not applicable","Not applicable",2020-06-01,NA,"state","not applicable","not applicable","partial curfew",FALSE
"1314","PNG",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Papua New Guinea","","Stay-at-home order","new","Government is asking non-essential workers to stay home or work from home; extended for two months on april 2","Required","Not known",2020-03-24,2020-04-04,"national","required","not known","full curfew",TRUE
"1315","PNG",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Papua New Guinea","","Stay-at-home order","modification","State of emergency that came into effect on March 24 will be extended for two months through June 1. All non-essential workers asked to stay home.  Link: https://www.garda.com/crisis24/news-alerts/329111/papua-new-guinea-nationwide-state-of-emergency-due-to-covid-19-extended-through-june-1-update-3","Required","Not known",2020-04-04,2020-04-25,"national","required","not known","full curfew",TRUE
"1316","PNG",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Papua New Guinea","","Stay-at-home order","extension","National Emergency Order #13 enforces a nighttime curfew (8pm-6am) with very few exceptions in all areas with a positive test, starting on Apr 8. Currently, two provinces affected. https://covid19.info.gov.pg/files/10-04-2020/National%20Emergency%20Orders%20No.13.pdf (not archivable)","Required","Not known",2020-04-08,2020-04-25,"national","required","not known","partial curfew",FALSE
"1317","PNG",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Papua New Guinea","","Stay-at-home order","phase-out","Restaurants , local places of worships and public transport is opened so there is no total confinementThe curfew within NCD, Central and Western Province will be amended to 10pm to 5am.  https://web.archive.org/save/https://web.archive.org/save/https://covid19.info.gov.pg/files/16-04-2020/NCD%20and%20Western%20Confirmed%20Case%20EO.pdf","Required","Not known",2020-04-25,NA,"national","required","not known","partial curfew",FALSE
"1318","PNG",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Papua New Guinea","National Capital District, Central Province","Stay-at-home order","phase-out","A 10pm to 5am curfew in Papua New Guinea's National Capital District and Central Province has been lifted.","Not known","Not known",2020-05-04,NA,"state","not known","not known","full",FALSE
"1319","PNG",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Papua New Guinea","National Capital District, Central Province, Western Province","Stay-at-home order","new","A curfew from 20.00 to 6.00 daily has been implemented in the National Capital District, Central Province and Western Province until 30 April. Residents are only allowed to leave their home for medical and emergency reasons.","Required","Not known",2020-04-16,2020-04-27,"state","required","not known","partial curfew",FALSE
"1320","PNG",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Papua New Guinea","National Capital District, Western Province","Stay-at-home order","modification","National Emergency Orders number 16 and 17, issued 16/4/20 and 17/4/20 respectively, stipulate curfews for the residents of National Capital District and Western Province. The overnight curfew (initially 8pm-6am, changed to 9pm-6am) is said to apply until 30/4/20 unless extended by the Emergency Controller.   Archived order 16: https://web.archive.org/web/20200518212334/https://covid19.info.gov.pg/files/16-04-2020/NCD%20and%20Western%20Confirmed%20Case%20EO.pdf  Archived order 17: https://web.archive.org/web/20200518212343/https://covid19.info.gov.pg/files/19-04-2020/National%20Emergency%20Order%20No.17%20-%20Amend%20curfew.pdf","Required","Not known",2020-04-27,2020-04-29,"state","required","not known","partial curfew",FALSE
"1321","PNG",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Papua New Guinea","Western Province, East New Britain Province","Stay-at-home order","modification","National Emergency Order 29 of 29/4/20 stipulates that residents of Western Province must adhere to a curfew between 10pm and 5am. National Emergency Order 27 of 29/4/20 stipulates that residents of East New Britain Province must also adhere to a curfew between 10pm and 5am.  These curfews are to continue until the end of the national emergency, unless repealed by the Emergency Controller.  Note, these curfews are in addition to curfews for residents of the National Capital District and Western Province, that were announced on 16 and 17 April and scheduled to finish on 30 April. Archived statement 29: https://web.archive.org/web/20200518203737/https://covid19.info.gov.pg/files/May%202020/01052020/National%20Emergency%20Order%20No.%2029-Western%20Province-Restrictions.pdf  Archived statement 27: https://web.archive.org/web/20200518205008/https://covid19.info.gov.pg/files/May%202020/01052020/National%20Emergency%20Order%20No.%2027-ENB%20Provincial%20Restrictions.pdf","Required","Not known",2020-04-29,2020-05-04,"state","required","not known","partial curfew",FALSE
"1322","POL",48,"Poland","PL",NA,"2020-03-24","2020-03-24","2020-04-18","mandatory","treatment","Poland","","Stay-at-home order","modification","People are not allowed to leave their home, apart for essential matters, including any kind of work. Minors under age 18 are not allowed outside on their own without a parent or guardian. People should only leave home to go to work, food or medicine shopping at least until 11 April","Required","Not known",2020-03-24,2020-04-09,"national","required","not known","",FALSE
"1323","POL",48,"Poland","PL",NA,"2020-03-24","2020-03-24","2020-04-18","mandatory","treatment","Poland","","Stay-at-home order","finish","stay at home lifted. Persons aged 13 and above will be allowed to move around without being accompanied by an adult.","Not applicable","Not applicable",2020-04-20,2020-04-20,"national","not applicable","not applicable","",FALSE
"1324","POL",48,"Poland","PL",NA,"2020-03-24","2020-03-24","2020-04-18","mandatory","treatment","Poland","","Stay-at-home order","new","Health minister recommends social distancing, and that everyone 'stay at home for two weeks' --- police going to the houses of recent returnees to the country under quarantine to ensure that they are respecting their self-quarantine https://www.gov.pl/web/koronawirus/od-dzis-wprowadzimy-stan-zagrozenia-epidemicznego","Recommended","Not applicable",2020-03-12,2020-03-24,"national","recommended","not applicable","",FALSE
"1325","POL",48,"Poland","PL",NA,"2020-03-24","2020-03-24","2020-04-18","mandatory","treatment","Poland","","Stay-at-home order","extension","stay-at-home orders. Individuals will be prohibited from leaving their homes except for essential activities is being extended until April 19, Extension until 19th April: Minors under the age of 18 are not allowed outside without a parent or guardian.","Required","Not known",2020-04-09,2020-04-20,"national","required","not known","",FALSE
"1326","PRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Rico","","Stay-at-home order","new","This curfew will allow citizens to travel or walk along public roads from 5:00 a.m. to 9:00 p.m. only on the following circumstances:    (a) Purchasing food, pharmaceutical, and basic necessity products;    (b) keeping medical appointments or visiting a hospital, laboratory, or healthcare facility; (c) going or coming from a workplace whose closure has not been ordered hereunder, public and private employees who perform essential work; (d) returning to your usual place of residence from an allowed activity; (e) to provide assistance, care, transportation of senior citizens, children, dependents, people with disabilities or people who require any type of medical or professional attention. The above, provided that all necessary precautions are taken to prevent infection; (f) visiting financial institutions.""  https://web.archive.org/web/20200504214638/https://www.fmcsa.dot.gov/emergency/pr-declaration-emergency","Required","Not known",2020-03-15,2020-04-15,"national","required","not known","partial curfew",FALSE
"1327","PRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Rico","","Stay-at-home order","modification","People are required to remain at home 24/7. They are allowed to leave their houses only to buy basic supplies from 5am until 7pm. https://web.archive.org/web/20200506110406/https://www.fortaleza.pr.gov/content/gobernadora-v-zquez-garced-restablece-el-toque-de-queda-las-700-pm","Required","Not known",2020-04-15,2020-05-01,"national","required","not known","partial curfew",FALSE
"1328","PRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Rico","","Stay-at-home order","modification","Although it is mentioned that people are required to stay at home 24/7, they are allowed to leave to buy essential items or if they have a medical appointment from 5am until 7pm, or to exercise outdoors (new) from 5am until 3pm. https://web.archive.org/web/20200506111819/https://www.fortaleza.pr.gov/content/comunicado-de-prensa-gobernadora-v-zquez-garced-emite-orden-ejecutiva-2020-038-que-extiende","Required","Not known",2020-05-01,2020-05-18,"national","required","not known","partial curfew",FALSE
"1329","PRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Rico","","Stay-at-home order","extension","Governor Wanda Vazquez Garced extended Puerto Ricos mandatory lockdown period until May 25. The mandatory curfew (lockdownÂ) will continue 24 hours a day, 7 days a week, with the exception of those that have a medical appointment, are seeking hospital services, need laboratories, or hospital medical service centers. Additionally, exceptions include the need to purchase food, pharmaceuticals goods, and other basic necessities; or go to any of the exempt establishments for necessary or urgent care procedures. The lockdown will continue to be from 5:00 a.m. in the morning to 7:00 p.m. at night. The Executive Order includes a new provision that allows exercise. Pharmacies and gas stations are able to operate regularly 7 days a week. Several other exceptions have been included in the EO.  https://web.archive.org/save/https://prfaa.pr.gov/2020/05/01/governor-vazquez-garced-presents-executive-order-2020-038-that-extends-the-islands-mandatory-lockdown-allows-some-industries-businesses-and-services-to-open-with-limitations/","Required","Not known",2020-05-18,2020-06-04,"national","required","not known","partial curfew",FALSE
"1330","PRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Rico","","Stay-at-home order","modification","June 16: Puerto Rico reduced the time of the daily curfew from 10pm to 5am.   http://web.archive.org/web/20200617160819/https://www.elnuevodia.com/noticias/locales/nota/elgobiernodejaradeenviarlaalertadeltoquedequedaaloscelulares-2576006/","Required","Not known",2020-06-16,2020-06-29,"national","required","not known","partial curfew",FALSE
"1331","PRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Rico","","Stay-at-home order","extension","Everyone except essential workers has to stay indoors from 10 p.m. to 5 a.m. until July 22. In addition, face masks remain mandatory, and those who disobey will be fined.","Required","Not known",2020-06-29,NA,"national","required","not known","partial curfew",FALSE
"1332","PRT",49,"Portugal","PT",NA,"2020-03-19","2020-03-19","2020-05-02","mandatory","treatment","Portugal","Lisbon","Stay-at-home order","new","People in several parts of Greater Lisbon will have to go back to staying at home until July 14 as Portuguese authorities deal with a worrying wave of coronavirus on the city's outskirts. Source: https://www.thejakartapost.com/news/2020/06/26/portugal-brings-back-some-coronavirus-lockdown-measures-in-lisbon.html","Required","Not applicable",2020-06-25,NA,"state","required","not applicable","",FALSE
"1333","PRT",49,"Portugal","PT",NA,"2020-03-19","2020-03-19","2020-05-02","mandatory","treatment","Portugal","","Stay-at-home order","extension","Stay home orders extended. The Portuguese government announced on Thursday, April 16, that the nationwide lockdown measures in place amid the current national state of emergency will be extended for another 15 days until May 2. Reports indicate that the ban on all non-essential movement of people and vehicles will continue and essential services will remain open","Required","Not applicable",2020-04-16,2020-05-04,"national","required","not applicable","stay at home",TRUE
"1334","PRT",49,"Portugal","PT",NA,"2020-03-19","2020-03-19","2020-05-02","mandatory","treatment","Portugal","maritime areas of Matosinhos, Vila do Conde and Povoa de Varzim","Stay-at-home order","new","Two drones will support the PSP during the weekend in reinforced policing to stop any breaches of the duty of isolation in the maritime areas of Matosinhos, Vila do Conde and Povoa de Varzim, said a police source on 24 April.","Monitored","Not known",2020-04-24,NA,"state","monitored","not known","quarantine",FALSE
"1335","PRT",49,"Portugal","PT",NA,"2020-03-19","2020-03-19","2020-05-02","mandatory","treatment","Portugal","","Stay-at-home order","extension","Extended SoE:The rules already enacted in the first period of state of emergency remain, including the duty of home isolation, leaving only for strictly necessary situations.","monitored","Fines",2020-04-03,2020-04-16,"national","monitored","fines","stay at home",TRUE
"1336","PRT",49,"Portugal","PT",NA,"2020-03-19","2020-03-19","2020-05-02","mandatory","treatment","Portugal","","Stay-at-home order","new","Stay home advisory. people are advised to stay at home unless necessary. those who have symptoms and are part of the risk group stay home","Recommended","Not applicable",2020-03-19,2020-03-20,"national","recommended","not applicable","stay at home",TRUE
"1337","PRT",49,"Portugal","PT",NA,"2020-03-19","2020-03-19","2020-05-02","mandatory","treatment","Portugal","","Stay-at-home order","phase-out","On 4th of May Portugal started the first phase in easing the restrictions[14]:    Barbers and hair salons are open but with health restrictions and appointments;  Small shops with less than 200m2 can open but cannot have more than 5 clients/100m2 and all should use masks;  People can use the public transportation if remote work cannot be achieved. Can only be filled until 2/3 and all passengers must use a mask;  All public services are open to everyone with an appointment and is an obligation the use of a mask;  Physical exercise only in the outdoor;  Libraries and Archives are open;  Cannot have more than 10 people together.    Source: https://web.archive.org/web/20200506233239/https://expresso.pt/coronavirus/2020-05-03-Isto-e-tudo-o-que-pode-voltar-a-fazer-a-partir-desta-segunda-feira--mas-lembre-se-mantem-se-o-dever-civico-de-recolhimento--1","Recommended","Not applicable",2020-05-04,NA,"national","recommended","not applicable","stay at home",TRUE
"1338","PRT",49,"Portugal","PT",NA,"2020-03-19","2020-03-19","2020-05-02","mandatory","treatment","Portugal","","Stay-at-home order","new","police cars are already circulating in various locations using loud speakers, while drones are in the air monitoring various activities. Says the paper: The Portuguese are going to see and hear PSP patrol cars, and occasionally police on foot. The vehicles will be equipped with megaphones and people in the street may be questioned on the motive for being there and their destination.","Monitored","Not known",2020-03-20,2020-04-03,"national","monitored","not known","stay at home",TRUE
"1339","PRY",92,"Paraguay","",NA,"","","","","control","Paraguay","","Stay-at-home order","new","Curfew from 8pm to 4am.From 17/03/2020","Required","Not known",2020-03-17,2020-03-20,"national","required","not known","partial curfew",FALSE
"1340","PRY",92,"Paraguay","",NA,"","","","","control","Paraguay","","Stay-at-home order","phase-out","Under Phase 2, and as more economic activities are allowed, the stay at home requirement is being relaxed. The tighter SAH requirement remains for children and teenagers, who may only leave the home for allowed physical activities and to receive medical treatment, according to Decree 3619, dated May 24, 2020.","Not applicable","Not applicable",2020-05-25,2020-05-25,"national","not applicable","not applicable","stay at home",TRUE
