,countryname,countrycode,date_start,date_end,stay_home,stay_home_flag,announce,start,end,enforce,group,country_label,all_requ,gen_requ,tar_requ,all_reco,date_start_gen_req_min,check1,first_order,national_required,update_date,update_policy,update_scope,subcountry_first,recommendation_first
55,Belize,BLZ,5/15/2020,5/31/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_BLZ,TRUE,TRUE,TRUE,FALSE,5/15/2020,NA,NA,TRUE,,,,TRUE,
162,Estonia,EST,1/1/2020,3/28/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_EST,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,,,,,,
58,Bermuda,BMU,4/4/2020,5/1/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_BMU,TRUE,TRUE,FALSE,TRUE,4/4/2020,NA,NA,TRUE,,,,FALSE,
164,Estonia,EST,5/18/2020,5/31/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_EST,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,,,,,,
165,Eswatini,SWZ,1/1/2020,3/26/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_SWZ,TRUE,TRUE,FALSE,FALSE,3/27/2020,NA,NA,,,,,,
59,Bermuda,BMU,5/2/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_BMU,TRUE,TRUE,FALSE,TRUE,4/4/2020,NA,NA,TRUE,,,,FALSE,
167,Ethiopia,ETH,1/1/2020,4/7/2020,0_no_measures,missing,3/31/2020,3/31/2020,4/14/2020,mandatory,treatment,t_ETH,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,,,,,,
61,Bhutan,BTN,3/26/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_BTN,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
169,Falkland Islands,FLK,1/1/2020,3/25/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_FLK,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
105,Central African Republic,CAF,5/8/2020,5/31/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_CAF,TRUE,TRUE,FALSE,FALSE,5/8/2020,NA,NA,,,,,,
171,Falkland Islands,FLK,5/11/2020,5/31/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_FLK,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
172,Fiji,FJI,1/1/2020,3/18/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_FJI,TRUE,TRUE,TRUE,FALSE,3/30/2020,NA,NA,,,,,,
109,Chile,CHL,3/25/2020,5/14/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_CHL,TRUE,TRUE,TRUE,FALSE,3/25/2020,NA,NA,,,,,,
110,Chile,CHL,5/15/2020,5/31/2020,3_required,0_targeted,NA,NA,NA,NA,NA,na_CHL,TRUE,TRUE,TRUE,FALSE,3/25/2020,NA,NA,,,,,,
175,Finland,FIN,1/1/2020,3/15/2020,0_no_measures,missing,,NA,,,control,c_FIN,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
112,China,CHN,1/23/2020,1/31/2020,1_recommended,0_targeted,NA,NA,NA,NA,NA,na_CHN,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,,,,,,
177,France,FRA,1/1/2020,3/16/2020,0_no_measures,missing,3/16/2020,3/17/2020,5/11/2020,mandatory,treatment,t_FRA,TRUE,TRUE,FALSE,TRUE,3/17/2020,TRUE,TRUE,,,,,,
113,China,CHN,2/1/2020,4/7/2020,3_required,0_targeted,NA,NA,NA,NA,NA,na_CHN,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,,,,,,
114,China,CHN,4/8/2020,5/9/2020,1_recommended,0_targeted,NA,NA,NA,NA,NA,na_CHN,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,,,,,,
180,Gabon,GAB,1/1/2020,3/20/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_GAB,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
115,China,CHN,5/10/2020,5/31/2020,3_required,0_targeted,NA,NA,NA,NA,NA,na_CHN,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,,,,,,
124,Cote d'Ivoire,CIV,3/23/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_CIV,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
139,Democratic Republic of Congo,COD,4/6/2020,5/31/2020,2_required_exceptions,0_targeted,NA,NA,NA,NA,NA,na_COD,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,,,,,,
184,Gambia,GMB,1/1/2020,3/17/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_GMB,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
96,Cape Verde,CPV,3/20/2020,3/31/2020,1_recommended,0_targeted,NA,NA,NA,NA,NA,na_CPV,TRUE,TRUE,TRUE,TRUE,4/1/2020,NA,NA,,,,,,
186,Georgia,GEO,1/1/2020,3/8/2020,0_no_measures,missing,3/30/2020,3/31/2020,4/21/2020,mandatory,treatment,t_GEO,TRUE,TRUE,TRUE,TRUE,3/26/2020,FALSE,FALSE,,,,,,
97,Cape Verde,CPV,4/1/2020,5/31/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_CPV,TRUE,TRUE,TRUE,TRUE,4/1/2020,NA,NA,,,,,,
129,Cuba,CUB,3/24/2020,5/4/2020,2_required_exceptions,0_targeted,NA,NA,NA,NA,NA,na_CUB,TRUE,TRUE,TRUE,FALSE,5/5/2020,NA,NA,,,,,,
130,Cuba,CUB,5/5/2020,5/10/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_CUB,TRUE,TRUE,TRUE,FALSE,5/5/2020,NA,NA,,,,,,
131,Cuba,CUB,5/11/2020,5/31/2020,3_required,1_general,NA,NA,NA,NA,NA,na_CUB,TRUE,TRUE,TRUE,FALSE,5/5/2020,NA,NA,,,,,,
99,Cayman Islands,CYM,3/24/2020,3/24/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_CYM,TRUE,TRUE,TRUE,FALSE,3/24/2020,NA,NA,,,,,,
100,Cayman Islands,CYM,3/25/2020,3/27/2020,3_required,1_general,NA,NA,NA,NA,NA,na_CYM,TRUE,TRUE,TRUE,FALSE,3/24/2020,NA,NA,,,,,,
193,Germany,DEU,1/1/2020,3/8/2020,0_no_measures,missing,3/22/2020,3/23/2020,4/19/2020,voluntary,treatment,t_DEU,TRUE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,,,,,,
101,Cayman Islands,CYM,3/28/2020,4/15/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_CYM,TRUE,TRUE,TRUE,FALSE,3/24/2020,NA,NA,,,,,,
102,Cayman Islands,CYM,4/16/2020,5/4/2020,3_required,1_general,NA,NA,NA,NA,NA,na_CYM,TRUE,TRUE,TRUE,FALSE,3/24/2020,NA,NA,,,,,,
196,Germany,DEU,5/6/2020,5/31/2020,0_no_measures,missing,3/22/2020,3/23/2020,4/19/2020,voluntary,treatment,t_DEU,TRUE,TRUE,TRUE,TRUE,NA,FALSE,FALSE,,,,,,
197,Ghana,GHA,1/1/2020,3/29/2020,0_no_measures,missing,,NA,,,control,c_GHA,TRUE,TRUE,TRUE,FALSE,3/30/2020,NA,NA,,,,,,
103,Cayman Islands,CYM,5/5/2020,5/31/2020,2_required_exceptions,0_targeted,NA,NA,NA,NA,NA,na_CYM,TRUE,TRUE,TRUE,FALSE,3/24/2020,NA,NA,,,,,,
146,Dominica,DMA,4/1/2020,5/11/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_DMA,TRUE,TRUE,FALSE,TRUE,4/1/2020,NA,NA,,,,,,
200,Ghana,GHA,4/19/2020,5/31/2020,0_no_measures,missing,,NA,,,control,c_GHA,TRUE,TRUE,TRUE,FALSE,3/30/2020,NA,NA,,,,,,
201,Gibraltar,GIB,1/1/2020,3/16/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_GIB,TRUE,TRUE,FALSE,FALSE,3/17/2020,NA,NA,,,,,,
147,Dominica,DMA,5/12/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_DMA,TRUE,TRUE,FALSE,TRUE,4/1/2020,NA,NA,,,,,,
163,Estonia,EST,3/29/2020,5/17/2020,2_required_exceptions,0_targeted,NA,NA,NA,NA,NA,na_EST,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,,,,,,
204,Gibraltar,GIB,5/22/2020,5/31/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_GIB,TRUE,TRUE,FALSE,FALSE,3/17/2020,NA,NA,,,,,,
205,Greece,GRC,1/1/2020,3/22/2020,0_no_measures,missing,3/22/2020,3/23/2020,5/4/2020,mandatory,treatment,t_GRC,TRUE,TRUE,FALSE,TRUE,3/23/2020,TRUE,TRUE,,,,,,
173,Fiji,FJI,3/19/2020,3/29/2020,2_required_exceptions,0_targeted,NA,NA,NA,NA,NA,na_FJI,TRUE,TRUE,TRUE,FALSE,3/30/2020,NA,NA,TRUE,,,,TRUE,
174,Fiji,FJI,3/30/2020,5/31/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_FJI,TRUE,TRUE,TRUE,FALSE,3/30/2020,NA,NA,TRUE,,,,TRUE,
208,Greenland,GRL,1/1/2020,3/17/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_GRL,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
170,Falkland Islands,FLK,3/26/2020,5/10/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_FLK,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
210,Guam,GUM,1/1/2020,3/15/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_GUM,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
181,Gabon,GAB,3/21/2020,4/9/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_GAB,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
212,Guatemala,GTM,1/1/2020,3/21/2020,0_no_measures,missing,5/22/2020,5/22/2020,5/25/2020,mandatory,treatment,t_GTM,TRUE,TRUE,FALSE,FALSE,3/22/2020,FALSE,FALSE,,,,,,
182,Gabon,GAB,4/10/2020,5/10/2020,2_required_exceptions,0_targeted,NA,NA,NA,NA,NA,na_GAB,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
214,Guinea,GIN,1/1/2020,3/29/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_GIN,TRUE,TRUE,FALSE,FALSE,3/30/2020,NA,NA,,,,,,
183,Gabon,GAB,5/11/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_GAB,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
216,Guyana,GUY,1/1/2020,3/25/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_GUY,TRUE,TRUE,FALSE,TRUE,4/3/2020,NA,NA,,,,,,
202,Gibraltar,GIB,3/17/2020,4/28/2020,3_required,1_general,NA,NA,NA,NA,NA,na_GIB,TRUE,TRUE,FALSE,FALSE,3/17/2020,NA,NA,,,,,,
203,Gibraltar,GIB,4/29/2020,5/21/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_GIB,TRUE,TRUE,FALSE,FALSE,3/17/2020,NA,NA,,,,,,
219,Haiti,HTI,1/1/2020,3/18/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_HTI,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
215,Guinea,GIN,3/30/2020,5/31/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_GIN,TRUE,TRUE,FALSE,FALSE,3/30/2020,NA,NA,,,,,,
221,Honduras,HND,1/1/2020,3/15/2020,0_no_measures,missing,,NA,,,control,c_HND,TRUE,TRUE,FALSE,FALSE,3/16/2020,NA,NA,,,,,,
185,Gambia,GMB,3/18/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_GMB,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
223,Hong Kong,HKG,1/1/2020,2/7/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_HKG,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
209,Greenland,GRL,3/18/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_GRL,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
225,Hungary,HUN,1/1/2020,3/11/2020,0_no_measures,missing,3/27/2020,3/28/2020,4/29/2020,mandatory,treatment,t_HUN,TRUE,TRUE,TRUE,TRUE,3/27/2020,TRUE,TRUE,,,,,,
211,Guam,GUM,3/16/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_GUM,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
217,Guyana,GUY,3/26/2020,4/2/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_GUY,TRUE,TRUE,FALSE,TRUE,4/3/2020,NA,NA,,,,,,
218,Guyana,GUY,4/3/2020,5/31/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_GUY,TRUE,TRUE,FALSE,TRUE,4/3/2020,NA,NA,,,,,,
224,Hong Kong,HKG,2/8/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_HKG,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
230,Iceland,ISL,1/1/2020,5/31/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_ISL,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,,,,,,
231,India,IND,1/1/2020,1/25/2020,0_no_measures,missing,3/24/2020,3/25/2020,5/31/2020,mandatory,treatment,t_IND,TRUE,TRUE,TRUE,TRUE,3/22/2020,FALSE,FALSE,,,,,,
126,Croatia,HRV,3/23/2020,5/10/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_HRV,TRUE,TRUE,FALSE,TRUE,3/23/2020,NA,NA,,,,,,
127,Croatia,HRV,5/11/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_HRV,TRUE,TRUE,FALSE,TRUE,3/23/2020,NA,NA,,,,,,
220,Haiti,HTI,3/19/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_HTI,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
249,Israel,ISR,3/17/2020,3/19/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_ISR,TRUE,TRUE,FALSE,TRUE,3/20/2020,NA,NA,,,,,,
250,Israel,ISR,3/20/2020,4/7/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_ISR,TRUE,TRUE,FALSE,TRUE,3/20/2020,NA,NA,,,,,,
237,Indonesia,IDN,1/1/2020,4/9/2020,0_no_measures,missing,,NA,,,control,c_IDN,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,,,,,,
251,Israel,ISR,4/8/2020,4/18/2020,3_required,1_general,NA,NA,NA,NA,NA,na_ISR,TRUE,TRUE,FALSE,TRUE,3/20/2020,NA,NA,,,,,,
239,Iran,IRN,1/1/2020,3/18/2020,0_no_measures,missing,3/13/2020,3/14/2020,4/10/2020,mandatory,treatment,t_IRN,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,,,,,,
252,Israel,ISR,4/19/2020,5/31/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_ISR,TRUE,TRUE,FALSE,TRUE,3/20/2020,NA,NA,,,,,,
241,Iraq,IRQ,1/1/2020,3/12/2020,0_no_measures,missing,3/22/2020,3/22/2020,4/11/2020,mandatory,treatment,t_IRQ,TRUE,TRUE,TRUE,FALSE,3/26/2020,FALSE,FALSE,,,,,,
291,Kyrgyz Republic,KGZ,3/14/2020,3/24/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_KGZ,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
292,Kyrgyz Republic,KGZ,3/25/2020,5/10/2020,3_required,0_targeted,NA,NA,NA,NA,NA,na_KGZ,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
244,Ireland,IRL,1/1/2020,3/25/2020,0_no_measures,missing,,NA,,,control,c_IRL,TRUE,TRUE,FALSE,TRUE,3/28/2020,NA,NA,,,,,,
293,Kyrgyz Republic,KGZ,5/11/2020,5/31/2020,2_required_exceptions,0_targeted,NA,NA,NA,NA,NA,na_KGZ,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
476,South Korea,KOR,2/23/2020,3/20/2020,1_recommended,0_targeted,NA,NA,NA,NA,NA,na_KOR,TRUE,TRUE,TRUE,TRUE,3/21/2020,NA,NA,,,,,,
477,South Korea,KOR,3/21/2020,4/17/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_KOR,TRUE,TRUE,TRUE,TRUE,3/21/2020,NA,NA,,,,,,
248,Israel,ISR,1/1/2020,3/16/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_ISR,TRUE,TRUE,FALSE,TRUE,3/20/2020,NA,NA,,,,,,
478,South Korea,KOR,4/18/2020,4/19/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_KOR,TRUE,TRUE,TRUE,TRUE,3/21/2020,NA,NA,,,,,,
480,South Korea,KOR,5/29/2020,5/31/2020,1_recommended,0_targeted,NA,NA,NA,NA,NA,na_KOR,TRUE,TRUE,TRUE,TRUE,3/21/2020,NA,NA,,,,,,
309,Liberia,LBR,3/21/2020,4/7/2020,2_required_exceptions,0_targeted,NA,NA,NA,NA,NA,na_LBR,TRUE,TRUE,TRUE,FALSE,4/8/2020,NA,NA,,,,,,
310,Liberia,LBR,4/8/2020,5/31/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_LBR,TRUE,TRUE,TRUE,FALSE,4/8/2020,NA,NA,,,,,,
253,Italy,ITA,1/1/2020,2/22/2020,0_no_measures,missing,3/9/2020,3/10/2020,5/3/2020,mandatory,treatment,t_ITA,TRUE,TRUE,TRUE,TRUE,3/10/2020,TRUE,TRUE,,,,,,
312,Libya,LBY,3/22/2020,3/23/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_LBY,TRUE,TRUE,TRUE,FALSE,3/22/2020,NA,NA,,,,,,
313,Libya,LBY,3/24/2020,4/7/2020,3_required,0_targeted,NA,NA,NA,NA,NA,na_LBY,TRUE,TRUE,TRUE,FALSE,3/22/2020,NA,NA,,,,,,
314,Libya,LBY,4/8/2020,4/16/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_LBY,TRUE,TRUE,TRUE,FALSE,3/22/2020,NA,NA,,,,,,
315,Libya,LBY,4/17/2020,5/27/2020,3_required,1_general,NA,NA,NA,NA,NA,na_LBY,TRUE,TRUE,TRUE,FALSE,3/22/2020,NA,NA,,,,,,
316,Libya,LBY,5/28/2020,5/31/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_LBY,TRUE,TRUE,TRUE,FALSE,3/22/2020,NA,NA,,,,,,
259,Jamaica,JAM,1/1/2020,3/12/2020,0_no_measures,missing,,NA,,,control,c_JAM,TRUE,TRUE,TRUE,TRUE,4/1/2020,NA,NA,,,,,,
320,Luxembourg,LUX,3/17/2020,4/19/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_LUX,TRUE,TRUE,FALSE,TRUE,3/17/2020,NA,NA,,,,,,
321,Luxembourg,LUX,4/20/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_LUX,TRUE,TRUE,FALSE,TRUE,3/17/2020,NA,NA,,,,,,
298,Latvia,LVA,3/13/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_LVA,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
342,Moldova,MDA,3/24/2020,5/15/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_MDA,TRUE,TRUE,FALSE,TRUE,3/24/2020,NA,NA,,,,,,
343,Moldova,MDA,5/16/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_MDA,TRUE,TRUE,FALSE,TRUE,3/24/2020,NA,NA,,,,,,
265,Japan,JPN,1/1/2020,4/6/2020,0_no_measures,missing,,NA,,,control,c_JPN,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
324,Madagascar,MDG,3/23/2020,4/19/2020,3_required,0_targeted,NA,NA,NA,NA,NA,na_MDG,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
325,Madagascar,MDG,4/20/2020,5/11/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_MDG,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
326,Madagascar,MDG,5/12/2020,5/31/2020,2_required_exceptions,0_targeted,NA,NA,NA,NA,NA,na_MDG,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
269,Japan,JPN,5/25/2020,5/31/2020,0_no_measures,missing,,NA,,,control,c_JPN,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
270,Jordan,JOR,1/1/2020,3/17/2020,0_no_measures,missing,3/20/2020,3/21/2020,3/24/2020,mandatory,treatment,t_JOR,TRUE,TRUE,FALSE,TRUE,3/18/2020,FALSE,FALSE,,,,,,
332,Mali,MLI,3/25/2020,5/9/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_MLI,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
358,Myanmar,MMR,4/4/2020,4/13/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_MMR,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
359,Myanmar,MMR,4/14/2020,5/31/2020,2_required_exceptions,0_targeted,NA,NA,NA,NA,NA,na_MMR,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
274,Kazakhstan,KAZ,1/1/2020,3/18/2020,0_no_measures,missing,6/1/2020,6/5/2020,6/19/2020,mandatory,treatment,t_KAZ,TRUE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,,,,,,
335,Mauritania,MRT,3/19/2020,5/31/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_MRT,TRUE,TRUE,FALSE,FALSE,3/19/2020,NA,NA,,,,,,
348,Montserrat,MSR,3/18/2020,4/10/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_MSR,TRUE,TRUE,FALSE,NA,3/18/2020,NA,NA,,,,,,
277,Kenya,KEN,1/1/2020,3/26/2020,0_no_measures,missing,,NA,,,control,c_KEN,TRUE,TRUE,TRUE,FALSE,3/27/2020,NA,NA,,,,,,
349,Montserrat,MSR,4/11/2020,4/19/2020,3_required,1_general,NA,NA,NA,NA,NA,na_MSR,TRUE,TRUE,FALSE,NA,3/18/2020,NA,NA,,,,,,
350,Montserrat,MSR,4/20/2020,4/22/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_MSR,TRUE,TRUE,FALSE,NA,3/18/2020,NA,NA,,,,,,
351,Montserrat,MSR,4/23/2020,4/30/2020,3_required,1_general,NA,NA,NA,NA,NA,na_MSR,TRUE,TRUE,FALSE,NA,3/18/2020,NA,NA,,,,,,
281,Kosovo,RKS,1/1/2020,3/12/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_RKS,TRUE,TRUE,TRUE,FALSE,3/24/2020,NA,NA,,,,,,
352,Montserrat,MSR,5/1/2020,5/31/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_MSR,TRUE,TRUE,FALSE,NA,3/18/2020,NA,NA,,,,,,
337,Mauritius,MUS,3/23/2020,5/29/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_MUS,TRUE,TRUE,FALSE,FALSE,3/23/2020,NA,NA,,,,,,
284,Kuwait,KWT,1/1/2020,3/21/2020,0_no_measures,missing,5/8/2020,5/10/2020,5/30/2020,mandatory,treatment,t_KWT,TRUE,TRUE,TRUE,FALSE,3/22/2020,FALSE,FALSE,,,,,,
379,Nigeria,NGA,3/23/2020,3/28/2020,1_recommended,0_targeted,NA,NA,NA,NA,NA,na_NGA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
380,Nigeria,NGA,3/29/2020,5/3/2020,2_required_exceptions,0_targeted,NA,NA,NA,NA,NA,na_NGA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
381,Nigeria,NGA,5/4/2020,5/31/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_NGA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
397,Papua New Guinea,PNG,4/8/2020,4/26/2020,2_required_exceptions,0_targeted,NA,NA,NA,NA,NA,na_PNG,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,,,,,,
398,Papua New Guinea,PNG,4/27/2020,5/31/2020,1_recommended,0_targeted,NA,NA,NA,NA,NA,na_PNG,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,,,,,,
290,Kyrgyz Republic,KGZ,1/1/2020,3/13/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_KGZ,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,,,,,,
422,Puerto Rico,PRI,3/15/2020,5/31/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_PRI,TRUE,TRUE,FALSE,FALSE,3/15/2020,NA,NA,,,,,,
391,Palestine,PSE,3/22/2020,5/25/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_PSE,TRUE,TRUE,TRUE,FALSE,3/22/2020,NA,NA,,,,,,
392,Palestine,PSE,5/26/2020,5/31/2020,2_required_exceptions,0_targeted,NA,NA,NA,NA,NA,na_PSE,TRUE,TRUE,TRUE,FALSE,3/22/2020,NA,NA,,,,,,
294,Laos,LAO,1/1/2020,3/29/2020,0_no_measures,missing,3/29/2020,3/30/2020,5/3/2020,mandatory,treatment,t_LAO,TRUE,TRUE,FALSE,FALSE,3/30/2020,TRUE,TRUE,,,,,,
282,Kosovo,RKS,3/13/2020,3/23/2020,2_required_exceptions,0_targeted,NA,NA,NA,NA,NA,na_RKS,TRUE,TRUE,TRUE,FALSE,3/24/2020,NA,NA,,,,,,
296,Laos,LAO,5/4/2020,5/31/2020,0_no_measures,missing,3/29/2020,3/30/2020,5/3/2020,mandatory,treatment,t_LAO,TRUE,TRUE,FALSE,FALSE,3/30/2020,TRUE,TRUE,,,,,,
297,Latvia,LVA,1/1/2020,3/12/2020,0_no_measures,missing,NA,NA,NA,NA,NA,na_LVA,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,,,,,,
283,Kosovo,RKS,3/24/2020,5/31/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_RKS,TRUE,TRUE,TRUE,FALSE,3/24/2020,NA,NA,,,,,,
299,Lebanon,LBN,1/1/2020,3/15/2020,0_no_measures,missing,3/15/2020,3/15/2020,4/26/2020,mandatory,treatment,t_LBN,TRUE,TRUE,FALSE,TRUE,3/18/2020,FALSE,FALSE,,,,,,
496,Sudan,SDN,3/23/2020,4/17/2020,1_recommended,1_general,NA,NA,NA,NA,NA,na_SDN,TRUE,TRUE,TRUE,TRUE,5/29/2020,NA,NA,,,,,,
497,Sudan,SDN,4/18/2020,5/28/2020,2_required_exceptions,0_targeted,NA,NA,NA,NA,NA,na_SDN,TRUE,TRUE,TRUE,TRUE,5/29/2020,NA,NA,,,,,,
498,Sudan,SDN,5/29/2020,5/31/2020,2_required_exceptions,1_general,NA,NA,NA,NA,NA,na_SDN,TRUE,TRUE,TRUE,TRUE,5/29/2020,NA,NA,,,,,,
