entry_id,policy_id,country,region_scale,region,policy_type,policy_sub_type,policy_measure,policy_scope,target_region_scale,target_region,target_direction,compliance,enforcer,record_type,date_announce,date_start,date_end,date_end_type,event_description,source type,link,created_by,verified_by,verification_notes
FY-60-1,X1,China,national,Beijing,Businesses,Adapting,Hygiene,supermarkets,,,,recommended,municipal_government,new,2/15/2020,2/15/2020,,,"Health protection guide for supermarkets, implemented on 2/15/2020",Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200218_1647596.html,Xinyi,,
FY-60-2,X2,China,national,Beijing,Businesses,Adapting,Physical distancing,supermarkets,,,,recommended,municipal_government,new,2/15/2020,2/15/2020,,,"Health protection guide for supermarkets, implemented on 2/15/2020",Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200218_1647596.html,Xinyi,,
FY-60-3,X3,China,national,Beijing,Businesses,Adapting,limiting numbers,supermarkets,,,,recommended,municipal_government,new,2/15/2020,2/15/2020,,,"Health protection guide for supermarkets, implemented on 2/15/2020",Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200218_1647596.html,Xinyi,,
FY-60-4,X4,China,national,Beijing,Businesses,Closing,Partial closure,supermarkets,,,,recommended,municipal_government,new,2/15/2020,2/15/2020,,,"Health protection guide for supermarkets, implemented on 2/15/2020",Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200218_1647596.html,Xinyi,,
GY-1-1,X5,China,municipal,Beijing,Businesses,Adapting,Hygiene,parks,,,,recommended,municipal_government,new,2/17/2020,2/17/2020,,,"Health protection guide for parks, implemented on 2/17/2020",Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200217_1645695.html,Xinyi,,
GY-1-2,X6,China,municipal,Beijing,Businesses,Adapting,Physical distancing,parks,,,,recommended,municipal_government,new,2/17/2020,2/17/2020,,,"Health protection guide for parks, implemented on 2/17/2021",Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200217_1645695.html,Xinyi,,
GY-1-3,X7,China,municipal,Beijing,Businesses,Closing,,parks,,,,recommended,municipal_government,new,2/17/2020,2/17/2020,,,"Health protection guide for parks, implemented on 2/17/2022",Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200217_1645695.html,Xinyi,,
RS-4,X8,China,national,Beijing,Domestic travel,Restriction movement,Supervision,migrant_workers,national,China,inbound,mandatory,national_government,new,2/19/2020,2/19/2020,,,Announcement on service guarantee for returning to work and production of migrant workers,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202003/t20200312_1697994.html,Xinyi,,
JF-32-1,X9,China,municipal,Beijing,Offices,Adapting,Hygiene,construction industry,,,,mandatory,municipal_government,new,2/19/2020,2/19/2020,,,Announcement on enhance health protection of construction industry offices,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200220_1662759.html,Xinyi,,
JF-32-2,X10,China,municipal,Beijing,Offices,Adapting,Modifying hours,construction industry,,,,mandatory,municipal_government,new,2/19/2020,2/19/2020,,,Announcement on enhance health protection of construction industry offices,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200220_1662759.html,Xinyi,,
JF-32-3,X11,China,municipal,Beijing,Offices,Adapting,limiting numbers,construction industry,,,,mandatory,municipal_government,new,2/19/2020,2/19/2020,,,Announcement on enhance health protection of construction industry offices,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200220_1662759.html,Xinyi,,
JF-32-4,X12,China,municipal,Beijing,Offices,Adapting,Physical distancing,construction industry,,,,mandatory,municipal_government,new,2/19/2020,2/19/2020,,,Announcement on enhance health protection of construction industry offices,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200220_1662759.html,Xinyi,,
JF-32-5,X13,China,municipal,Beijing,Offices,Closing,Partial closure,construction industry,,,,mandatory,municipal_government,new,2/19/2020,2/19/2020,,,Announcement on enhance health protection of construction industry offices,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200220_1662759.html,Xinyi,,
RS-23-1,X14,China,municipal,Beijing,Offices,Adapting,Hygiene,,,,,recommended,municipal_government,new,2/19/2020,2/19/2020,,,Implementation Opinions on resumption of work and production in Enterprises,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200229_1672939.html,Xinyi,,
RS-23-2,X15,China,municipal,Beijing,Offices,Adapting,Modifying hours,,,,,recommended,municipal_government,new,2/19/2020,2/19/2020,,,Implementation Opinions on resumption of work and production in Enterprises,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200229_1672940.html,Xinyi,,
RS-23-3,X16,China,municipal,Beijing,Offices,Adapting,limiting numbers,,,,,recommended,municipal_government,new,2/19/2020,2/19/2020,,,Implementation Opinions on resumption of work and production in Enterprises,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200229_1672941.html,Xinyi,,
RS-23-4,X17,China,municipal,Beijing,Offices,Adapting,Physical distancing,,,,,recommended,municipal_government,new,2/19/2020,2/19/2020,,,Implementation Opinions on resumption of work and production in Enterprises,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200229_1672942.html,Xinyi,,
GF-4-1,X18,China,national,Beijing,Offices,Adapting,Hygiene,,,,,recommended,municipal_government,new,2/22/2020,2/22/2020,,,Guidelines for epidemic prevention and control of Enterprises,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200222_1666359.html,Xinyi,,
GF-4-2,X19,China,national,Beijing,Offices,Adapting,Modifying hours,,,,,recommended,municipal_government,new,2/22/2020,2/22/2020,,,Guidelines for epidemic prevention and control of Enterprises,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200222_1666359.html,Xinyi,,
GF-4-3,X20,China,national,Beijing,Offices,Adapting,limiting numbers,,,,,recommended,municipal_government,new,2/22/2020,2/22/2020,,,Guidelines for epidemic prevention and control of Enterprises,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200222_1666359.html,Xinyi,,
GF-4-4,X21,China,national,Beijing,Offices,Adapting,Physical distancing,,,,,recommended,municipal_government,new,2/22/2020,2/22/2020,,,Guidelines for epidemic prevention and control of Enterprises,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200222_1666359.html,Xinyi,,
YW-X1-1,X22,China,national,Beijing,Individual,Wearing a mask,Healthcare workers,,,,,mandatory,health_ministry,new,2/23/2020,2/23/2020,,,Technical guide for healthcare workers protection,News source,https://www.sohu.com/a/375135007_738256,Xinyi,,
YW-X1-2,X23,China,national,Beijing,Individual,Performing hand hygene,Healthcare workers,,,,,mandatory,health_ministry,new,2/23/2020,2/23/2020,,,Technical guide for healthcare workers protection,News source,https://www.sohu.com/a/375135007_738256,Xinyi,,
YW-X1-3,X24,China,national,Beijing,Individual,Using other PPE,Healthcare workers,,,,,mandatory,health_ministry,new,2/23/2020,2/23/2020,,,Technical guide for healthcare workers protection,News source,https://www.sohu.com/a/375135007_738256,Xinyi,,
CG-13-1,X25,China,municipal,Beijing,Offices,Adapting,Hygiene,,,,,mandatory,municipal_government,modification,2/24/2020,2/24/2020,,,Further requirements of epidemic prevention in the Office,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200224_1667875.html,Xinyi,,
CG-13-2,X26,China,municipal,Beijing,Offices,Adapting,Modifying hours,,,,,mandatory,municipal_government,modification,2/24/2020,2/24/2020,,,Further requirements of epidemic prevention in the Office,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200224_1667875.html,Xinyi,,
CG-13-3,X27,China,municipal,Beijing,Offices,Adapting,limiting numbers,,,,,mandatory,municipal_government,modification,2/24/2020,2/24/2020,,,Further requirements of epidemic prevention in the Office,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200224_1667875.html,Xinyi,,
CG-13-4,X28,China,municipal,Beijing,Offices,Adapting,Physical distancing,,,,,mandatory,municipal_government,modification,2/24/2020,2/24/2020,,,Further requirements of epidemic prevention in the Office,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200224_1667875.html,Xinyi,,
SW-X1-1,X29,China,national,Beijing,Businesses,Adapting,Hygiene,all_businesses,,,,recommended,municipal_government,modification,2/24/2020,2/24/2020,,,Notice of resumption in business,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200224_1667905.html,Xinyi,,
SW-X1-2,X30,China,national,Beijing,Businesses,Adapting,limiting numbers,all_businesses,,,,recommended,municipal_government,modification,2/24/2020,2/24/2020,,,Notice of resumption in business,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200224_1667905.html,Xinyi,,
SW-X1-3,X31,China,national,Beijing,Businesses,Adapting,Physical distancing,all_businesses,,,,recommended,municipal_government,modification,2/24/2020,2/24/2020,,,Notice of resumption in business,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200224_1667905.html,Xinyi,,
FK-28-1,X32,China,national,Beijing,Offices,Adapting,Hygiene,,,,,mandatory,municipal_government,modification,2/25/2020,2/25/2020,,,Announcement for epidemic prevention and control,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200226_1669651.html,Xinyi,,
FK-28-2,X33,China,national,Beijing,Offices,Adapting,Modifying hours,,,,,mandatory,municipal_government,modification,2/25/2020,2/25/2020,,,Announcement for epidemic prevention and control,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200226_1669651.html,Xinyi,,
FK-28-3,X34,China,national,Beijing,Offices,Adapting,limiting numbers,,,,,mandatory,municipal_government,modification,2/25/2020,2/25/2020,,,Announcement for epidemic prevention and control,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200226_1669651.html,Xinyi,,
FK-28-4,X35,China,national,Beijing,Offices,Adapting,Physical distancing,,,,,mandatory,municipal_government,modification,2/25/2020,2/25/2020,,,Announcement for epidemic prevention and control,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200226_1669651.html,Xinyi,,
FK-28-5,X36,China,national,Beijing,Offices,Closing,Partial closure,,,,,mandatory,municipal_government,modification,2/25/2020,2/25/2020,,,Announcement for epidemic prevention and control,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200226_1669651.html,Xinyi,,
FK-28-6,X37,China,national,Beijing,Businesses,Adapting,Hygiene,all_businesses,,,,mandatory,municipal_government,modification,2/25/2020,2/25/2020,,,Announcement for epidemic prevention and control,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200226_1669651.html,Xinyi,,
FK-28-7,X38,China,national,Beijing,Businesses,Adapting,Modifying hours,all_businesses,,,,mandatory,municipal_government,modification,2/25/2020,2/25/2020,,,Announcement for epidemic prevention and control,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200226_1669651.html,Xinyi,,
FK-28-8,X39,China,national,Beijing,Businesses,Adapting,limiting numbers,all_businesses,,,,mandatory,municipal_government,modification,2/25/2020,2/25/2020,,,Announcement for epidemic prevention and control,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200226_1669651.html,Xinyi,,
FK-28-9,X40,China,national,Beijing,Businesses,Adapting,Physical distancing,all_businesses,,,,mandatory,municipal_government,modification,2/25/2020,2/25/2020,,,Announcement for epidemic prevention and control,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200226_1669651.html,Xinyi,,
FK-28-10,X41,China,national,Beijing,Businesses,Closing,Partial closure,all_businesses,,,,mandatory,municipal_government,modification,2/25/2020,2/25/2020,,,Announcement for epidemic prevention and control,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200226_1669651.html,Xinyi,,
FK-28-11,X42,China,national,Beijing,Schools,Adapting,Hygiene,,,,,mandatory,municipal_government,new,2/25/2020,2/25/2020,,,Announcement for epidemic prevention and control,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200226_1669651.html,Xinyi,,
FK-28-12,X43,China,national,Beijing,Schools,Closing,full closure,,,,,mandatory,municipal_government,new,2/25/2020,2/25/2020,,,Announcement for epidemic prevention and control,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200226_1669651.html,Xinyi,,
FK-28-13,X44,China,national,Beijing,Institutions,Adapting,Hygiene,,,,,mandatory,municipal_government,modification,2/25/2020,2/25/2020,,,Announcement for epidemic prevention and control,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200226_1669651.html,Xinyi,,
FK-28-14,X45,China,national,Beijing,Institutions,Adapting,Modifying hours,,,,,mandatory,municipal_government,modification,2/25/2020,2/25/2020,,,Announcement for epidemic prevention and control,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200226_1669651.html,Xinyi,,
FK-28-15,X46,China,national,Beijing,Institutions,Adapting,limiting numbers,,,,,mandatory,municipal_government,modification,2/25/2020,2/25/2020,,,Announcement for epidemic prevention and control,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200226_1669651.html,Xinyi,,
FK-28-16,X47,China,national,Beijing,Institutions,Adapting,Physical distancing,,,,,mandatory,municipal_government,modification,2/25/2020,2/25/2020,,,Announcement for epidemic prevention and control,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200226_1669651.html,Xinyi,,
FK-28-17,X48,China,national,Beijing,Institutions,Closing,Partial closure,,,,,mandatory,municipal_government,modification,2/25/2020,2/25/2020,,,Announcement for epidemic prevention and control,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200226_1669651.html,Xinyi,,
FK-28-18,X49,China,national,Beijing,Domestic travel,Restriction movement,Supervision,,national,China,inbound,mandatory,municipal_government,modification,2/25/2020,2/25/2020,,,Announcement for epidemic prevention and control,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200226_1669651.html,Xinyi,,
FK-28-19,X50,China,national,Beijing,Domestic travel,Restricting entry into region,14-day observation,,national,China,inbound,mandatory,municipal_government,modification,2/25/2020,2/25/2020,,,Announcement for epidemic prevention and control,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200226_1669651.html,Xinyi,,
FK-28-20,X51,China,national,Beijing,Individual,Wearing a mask,General public,,,,,mandatory,community,modification,2/25/2020,2/25/2020,,,Announcement for epidemic prevention and control,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200226_1669651.html,Xinyi,,
FK-28-21,X52,China,national,Beijing,Individual,Performing hand hygene,General public,,,,,mandatory,community,modification,2/25/2020,2/25/2020,,,Announcement for epidemic prevention and control,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200226_1669651.html,Xinyi,,
FK-28-22,X53,China,national,Beijing,Individual,Using other PPE,General public,,,,,mandatory,community,modification,2/25/2020,2/25/2020,,,Announcement for epidemic prevention and control,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200226_1669651.html,Xinyi,,
FK-28-23,X54,China,national,Beijing,Gatherings,L4 - Private gatherings at home,Restriction,,,,,mandatory,community,modification,2/25/2020,2/25/2020,,,Announcement for epidemic prevention and control,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202002/t20200226_1669651.html,Xinyi,,
JD-16-1,X55,China,national,Beijing,Schools,Closing,full closure,,,,,mandatory,municipal_government,modification,2/29/2020,2/29/2020,,,Announcement on epidemic prevention and control of education,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202003/t20200301_1673158.html,Xinyi,,
KZ-X3-1,X56,China,municipal,Beijing,Individual,Wearing a mask,General public,,,,,mandatory,community,modification,2/18/2020,2/18/2020,,,Guidelines for public wearing masks(3.0),Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200219_1657595.html,Xinyi,,
BG-X1-1,X57,China,municipal,Beijing,Offices,Adapting,Hygiene,,,,,mandatory,municipal_government,new,2/18/2020,2/18/2020,,,Guidelines for epidemic prevention and control of office(1.0),Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200219_1657596.html,Xinyi,,
BG-X1-2,X58,China,municipal,Beijing,Offices,Adapting,Modifying hours,,,,,mandatory,municipal_government,new,2/18/2020,2/18/2020,,,Guidelines for epidemic prevention and control of office(1.0),Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200219_1657596.html,Xinyi,,
BG-X1-3,X59,China,municipal,Beijing,Offices,Adapting,limiting numbers,,,,,mandatory,municipal_government,new,2/18/2020,2/18/2020,,,Guidelines for epidemic prevention and control of office(1.0),Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200219_1657596.html,Xinyi,,
BG-X1-4,X60,China,municipal,Beijing,Offices,Adapting,Physical distancing,,,,,mandatory,municipal_government,new,2/18/2020,2/18/2020,,,Guidelines for epidemic prevention and control of office(1.0),Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200219_1657596.html,Xinyi,,
BG-X1-5,X61,China,municipal,Beijing,Offices,Closing,Partial closure,,,,,mandatory,municipal_government,new,2/18/2020,2/18/2020,,,Guidelines for epidemic prevention and control of office(1.0),Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200219_1657596.html,Xinyi,,
SC-X2-1,X62,China,municipal,Beijing,Businesses,Adapting,Hygiene,supermarkets,,,,mandatory,municipal_government,modification,2/18/2020,2/18/2020,,,Guidelines for epidemic prevention and control of business(2.0),Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200219_1657598.html,Xinyi,,
SC-X2-2,X63,China,municipal,Beijing,Businesses,Adapting,Modifying hours,supermarkets,,,,mandatory,municipal_government,modification,2/18/2020,2/18/2020,,,Guidelines for epidemic prevention and control of business(2.0),Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200219_1657598.html,Xinyi,,
SC-X2-3,X64,China,municipal,Beijing,Businesses,Adapting,limiting numbers,supermarkets,,,,mandatory,municipal_government,modification,2/18/2020,2/18/2020,,,Guidelines for epidemic prevention and control of business(2.0),Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200219_1657598.html,Xinyi,,
SC-X2-4,X65,China,municipal,Beijing,Businesses,Adapting,Physical distancing,supermarkets,,,,mandatory,municipal_government,modification,2/18/2020,2/18/2020,,,Guidelines for epidemic prevention and control of business(2.0),Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200219_1657598.html,Xinyi,,
SC-X2-5,X66,China,municipal,Beijing,Businesses,Closing,Partial closure,supermarkets,,,,mandatory,municipal_government,modification,2/18/2020,2/18/2020,,,Guidelines for epidemic prevention and control of business(2.0),Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200219_1657598.html,Xinyi,,
BG-X2-1,X67,China,municipal,Beijing,Offices,Adapting,Hygiene,,,,,mandatory,municipal_government,modification,2/23/2020,2/23/2020,,,Guidelines for epidemic prevention and control of office(2.0),Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200225_1668625.html,Xinyi,,
BG-X2-2,X68,China,municipal,Beijing,Offices,Adapting,Modifying hours,,,,,mandatory,municipal_government,modification,2/23/2020,2/23/2020,,,Guidelines for epidemic prevention and control of office(2.0),Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200225_1668625.html,Xinyi,,
BG-X2-3,X69,China,municipal,Beijing,Offices,Adapting,limiting numbers,,,,,mandatory,municipal_government,modification,2/23/2020,2/23/2020,,,Guidelines for epidemic prevention and control of office(2.0),Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200225_1668625.html,Xinyi,,
BG-X2-4,X70,China,municipal,Beijing,Offices,Adapting,Physical distancing,,,,,mandatory,municipal_government,modification,2/23/2020,2/23/2020,,,Guidelines for epidemic prevention and control of office(2.0),Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200225_1668625.html,Xinyi,,
BG-X2-5,X71,China,municipal,Beijing,Offices,Closing,Partial closure,,,,,mandatory,municipal_government,modification,2/23/2020,2/23/2020,,,Guidelines for epidemic prevention and control of office(2.0),Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200225_1668625.html,Xinyi,,
BG-X3-1,X72,China,municipal,Beijing,Offices,Adapting,Hygiene,,,,,mandatory,municipal_government,modification,2/28/2020,2/28/2020,,,Guidelines for epidemic prevention and control of office(3.0),Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200228_1670587.html,Xinyi,,
BG-X3-2,X73,China,municipal,Beijing,Offices,Adapting,Modifying hours,,,,,mandatory,municipal_government,modification,2/28/2020,2/28/2020,,,Guidelines for epidemic prevention and control of office(3.0),Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200228_1670587.html,Xinyi,,
BG-X3-3,X74,China,municipal,Beijing,Offices,Adapting,limiting numbers,,,,,mandatory,municipal_government,modification,2/28/2020,2/28/2020,,,Guidelines for epidemic prevention and control of office(3.0),Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200228_1670587.html,Xinyi,,
BG-X3-4,X75,China,municipal,Beijing,Offices,Adapting,Physical distancing,,,,,mandatory,municipal_government,modification,2/28/2020,2/28/2020,,,Guidelines for epidemic prevention and control of office(3.0),Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200228_1670587.html,Xinyi,,
BG-X3-5,X76,China,municipal,Beijing,Offices,Closing,Partial closure,,,,,mandatory,municipal_government,modification,2/28/2020,2/28/2020,,,Guidelines for epidemic prevention and control of office(3.0),Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202002/t20200228_1670587.html,Xinyi,,
MB-6-1,X77,China,national,Beijing,Institutions,Closing,Partial closure,,,,,mandatory,municipal_government,modification,3/5/2020,3/5/2020,,,Guidance on epidemic prevention and recovery in Institutions,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202003/t20200309_1683113.html,Xinyi,,
MB-6-2,X78,China,national,Beijing,Institutions,Adapting,Hygiene,,,,,mandatory,municipal_government,modification,3/5/2020,3/5/2020,,,Guidance on epidemic prevention and recovery in Institutions,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202003/t20200309_1683113.html,Xinyi,,
MB-6-3,X79,China,national,Beijing,Institutions,Adapting,Modifying hours,,,,,mandatory,municipal_government,modification,3/5/2020,3/5/2020,,,Guidance on epidemic prevention and recovery in Institutions,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202003/t20200309_1683113.html,Xinyi,,
MB-6-4,X80,China,national,Beijing,Institutions,Adapting,limiting numbers,,,,,mandatory,municipal_government,modification,3/5/2020,3/5/2020,,,Guidance on epidemic prevention and recovery in Institutions,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202003/t20200309_1683113.html,Xinyi,,
MB-6-5,X81,China,national,Beijing,Institutions,Adapting,Physical distancing,,,,,mandatory,municipal_government,modification,3/5/2020,3/5/2020,,,Guidance on epidemic prevention and recovery in Institutions,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202003/t20200309_1683113.html,Xinyi,,
JY-84-1,X82,China,national,Beijing,Domestic travel,transportation hygiene,,,,,,mandatory,transport_ministry,new,3/2/2020,3/2/2020,,,Announcement on epidemic prevention of transportation,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202003/t20200302_1674066.html,Xinyi,,
JY-95-1,X83,China,national,Beijing,Domestic travel,transportation hygiene,,,,,,mandatory,transport_ministry,modification,3/13/2020,3/13/2020,,,Announcement on epidemic prevention of transportation,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202003/t20200316_1711525.html,Xinyi,,
CG-22-1,X84,China,municipal,Beijing,Offices,Adapting,Hygiene,,,,,mandatory,municipal_government,modification,3/13/2020,3/13/2020,,,Further requirements of epidemic prevention in the Office,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202003/t20200318_1720638.html,Xinyi,,
CG-22-2,X85,China,municipal,Beijing,Offices,Adapting,Modifying hours,,,,,mandatory,municipal_government,modification,3/13/2020,3/13/2020,,,Further requirements of epidemic prevention in the Office,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202003/t20200318_1720638.html,Xinyi,,
CG-22-3,X86,China,municipal,Beijing,Offices,Adapting,limiting numbers,,,,,mandatory,municipal_government,modification,3/13/2020,3/13/2020,,,Further requirements of epidemic prevention in the Office,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202003/t20200318_1720638.html,Xinyi,,
CG-22-4,X87,China,municipal,Beijing,Offices,Adapting,Physical distancing,,,,,mandatory,municipal_government,modification,3/13/2020,3/13/2020,,,Further requirements of epidemic prevention in the Office,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202003/t20200318_1720638.html,Xinyi,,
ZB-10-1,X88,China,municipal,Beijing,Offices,Adapting,Hygiene,,,,,recommended,municipal_government,modification,3/16/2020,3/16/2020,,,Measures for enterprises to resume work and production,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202003/t20200315_1706857.html,Xinyi,,
ZB-10-2,X89,China,municipal,Beijing,Offices,Adapting,Modifying hours,,,,,recommended,municipal_government,modification,3/16/2020,3/16/2020,,,Measures for enterprises to resume work and production,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202003/t20200315_1706857.html,Xinyi,,
ZB-10-3,X90,China,municipal,Beijing,Offices,Adapting,limiting numbers,,,,,recommended,municipal_government,modification,3/16/2020,3/16/2020,,,Measures for enterprises to resume work and production,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202003/t20200315_1706857.html,Xinyi,,
ZB-10-4,X91,China,municipal,Beijing,Offices,Adapting,Physical distancing,,,,,recommended,municipal_government,modification,3/16/2020,3/16/2020,,,Measures for enterprises to resume work and production,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202003/t20200315_1706857.html,Xinyi,,
JY-102-1,X92,China,national,Beijing,Domestic travel,Restriction movement,Supervision,all_visitors,national,Hubei,inbound,mandatory,national_government,modification,3/24/2020,3/24/2020,,,Announcement on transportation security for passengers leaving Hubei Province,Government announcement,http://www.beijing.gov.cn/zhengce/zhengcefagui/202003/t20200326_1739443.html,Xinyi,,
JT-X2-1,X93,China,municipal,Beijing,Domestic travel,transportation hygiene,,,,,,mandatory,transport_ministry,new,3/7/2020,3/7/2020,,,Guidelines for epidemic prevention and control of urban public transport(2.0),Government announcement,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdzcfg/202003/t20200307_1682278.html,Xinyi,,
